Stn,date,year,julianweek,month,chl,temp,TKN,TP,Secchi,Kd,TotalPhyto
B,16/05/1972,1972,20,5,17,16.2,0.58,0.0335,1.9,1.25,
B,22/05/1972,1972,20,5,8.3,18.5,0.625,0.039,1.9,1.25,
B,29/05/1972,1972,22,5,12,20,0.705,0.0405,2.1,0.98,
B,5/6/1972,1972,22,6,,19.4,0.6,0.047,1.7,1.12,
B,12/6/1972,1972,24,6,3.6,17,0.72,0.0485,1.5,1.54,
B,19/06/1972,1972,24,6,5,21.2,0.775,0.075,1.6,1.4,
B,26/06/1972,1972,26,6,3.4,19.5,0.85,0.0715,1.5,1.4,
B,4/7/1972,1972,26,7,13,20.5,0.595,0.054,1.6,1.32,
B,10/7/1972,1972,28,7,7,22.3,0.675,0.0585,1.4,1.49,
B,17/07/1972,1972,28,7,13,24.7,0.51,0.0485,1.4,1.43,
B,24/07/1972,1972,30,7,11,25.1,0.84,0.091,1.1,1.49,
B,31/07/1972,1972,30,7,60,23.5,0.99,0.082,1,1.71,
B,8/8/1972,1972,32,8,45,22,1.05,0.12,1,2,
B,14/08/1972,1972,32,8,21,20,0.92,0.0755,1.1,2,
B,21/08/1972,1972,34,8,15,22.1,0.78,0.0555,1.3,1.43,
B,28/08/1972,1972,34,8,27,21.8,0.94,0.0625,0.9,1.87,
B,5/9/1972,1972,36,9,4.6,21,0.97,0.1025,0.9,2.02,
B,11/9/1972,1972,36,9,9.2,20.2,0.905,0.1065,0.9,2.05,
B,18/09/1972,1972,38,9,5.4,19.3,0.99,0.115,0.8,2.56,
B,25/09/1972,1972,38,9,7.8,17.6,0.905,0.089,1,1.92,
B,2/10/1972,1972,40,10,26,15.5,1.03,0.105,1,2,
B,1/5/1973,1973,18,5,10,10.4,0.545,0.052,1.6,1.3,3416
B,7/5/1973,1973,18,5,9.2,12.8,0.55,0.0395,2,1.11,8108
B,14/05/1973,1973,20,5,7.2,13.5,0.51,0.038,2.1,1.17,5765
B,22/05/1973,1973,20,5,6,13.7,0.525,0.036,1.8,0.89,2450
B,29/05/1973,1973,22,5,6,15.2,0.49,0.044,1.7,1.1,5142
B,4/6/1973,1973,22,6,4.2,16.9,0.45,0.0365,2,0.84,2139
B,11/6/1973,1973,24,6,7.4,21.4,0.455,0.0415,1.7,1.23,5638
B,18/06/1973,1973,24,6,14,20,0.615,0.0765,1.1,1.15,7063
B,25/06/1973,1973,26,6,18,21.6,0.615,0.056,1.4,1.54,5700
B,3/7/1973,1973,26,7,34,24.6,0.755,0.06,1.3,1.84,4598
B,9/7/1973,1973,28,7,43,24.7,0.925,0.1095,0.9,2.09,10135
B,16/07/1973,1973,28,7,29,23,0.9,0.0835,1,2.09,34534
B,23/07/1973,1973,30,7,14,24,0.73,0.0635,1.3,1.84,4792
B,30/07/1973,1973,30,7,56,24.4,1.35,0.13,0.8,2.3,14260
B,7/8/1973,1973,32,8,72,24.6,1.05,0.13,0.9,2.19,10682
B,13/08/1973,1973,32,8,68,25,1.145,0.13,0.8,2.42,15875
B,20/08/1973,1973,34,8,37,24.8,1.35,0.1245,0.9,2.19,9153
B,27/08/1973,1973,34,8,50,23.5,0.925,0.089,0.9,2.42,12466
B,4/9/1973,1973,36,9,140,26.4,1.05,0.0905,0.9,1.92,6486
B,10/9/1973,1973,36,9,110,21,1.55,0.16,0.8,2.71,25355
B,17/09/1973,1973,38,9,90,17.6,1.2,0.135,0.8,2.56,13412
B,24/09/1973,1973,38,9,64,15.4,1.3,0.14,0.9,2.56,11295
B,1/10/1973,1973,40,10,56,16.5,1.1,0.15,1,2.3,11105
B,9/10/1973,1973,40,10,60,16,1.3,0.1095,0.9,2.19,16475
B,6/5/1974,1974,18,5,13,11.9,0.495,0.0435,0.9,1.46,4607
B,13/05/1974,1974,20,5,8.5,10.4,0.47,0.0355,1.1,1.67,6332
B,21/05/1974,1974,20,5,7.2,14.6,0.685,0.031,1.8,1.42,9883
B,27/05/1974,1974,22,5,12,17,0.47,0.0375,2.2,1.14,6034
B,3/6/1974,1974,22,6,5.6,18.5,0.435,0.0315,2.1,1.11,
B,10/6/1974,1974,24,6,6.3,21.8,0.51,0.049,1.7,1.08,2578
B,17/06/1974,1974,24,6,7.9,19.8,0.545,0.0605,1.2,1.44,7471
B,24/06/1974,1974,26,6,8.7,19.9,0.795,0.0735,1.3,1.51,7836
B,2/7/1974,1974,26,7,18.5,20.3,0.715,0.0825,1,2,7818
B,8/7/1974,1974,28,7,14.8,22.9,0.655,0.0665,1,1.59,5015
B,15/07/1974,1974,28,7,30,23.6,0.77,0.0825,1.1,1.92,9983
B,22/07/1974,1974,30,7,32.5,22.7,0.755,0.103,0.6,1.95,41535
B,29/07/1974,1974,30,7,33,22.7,0.735,0.0805,1,2.05,12923
B,6/8/1974,1974,32,8,13.8,22.5,1.145,0.175,0.8,2.42,17821
B,12/8/1974,1974,32,8,23,22.9,0.885,0.105,0.8,2.3,20908
B,19/08/1974,1974,34,8,16.3,23.3,0.88,0.096,1,1.96,12340
B,26/08/1974,1974,34,8,22,23.4,0.825,0.0665,0.9,2.05,7918
B,3/9/1974,1974,36,9,17.5,20.3,1.1,0.155,0.7,2.88,14682
B,9/9/1974,1974,36,9,51.5,19.9,1.2,0.115,0.8,2.79,
B,16/09/1974,1974,38,9,66,19.1,1.5,0.15,0.7,2.71,33933
B,23/09/1974,1974,38,9,28,16.1,1.55,0.155,0.8,2.53,13155
B,30/09/1974,1974,40,9,25,14.3,1.3,0.13,0.8,3.18,8270
B,7/10/1974,1974,40,10,33,11.7,0.965,0.0885,0.8,3.18,15274
B,12/5/1975,1975,18,5,14,14.7,0.49,0.0625,1.5,1.5,6064
B,20/05/1975,1975,20,5,6.1,18.4,0.525,0.022,1.8,0.82,2260
B,26/05/1975,1975,20,5,5,22,0.435,0.028,2,1.02,4631
B,2/6/1975,1975,22,6,19,20,0.545,0.066,1.2,1.44,11873
B,9/6/1975,1975,22,6,32,18.8,0.705,0.088,1,2.07,17823
B,16/06/1975,1975,24,6,21,20.9,0.625,0.0775,0.8,1.96,10976
B,23/06/1975,1975,24,6,10.3,23.6,0.71,0.066,1.2,1.71,9286
B,1/7/1975,1975,26,7,19,25,0.64,0.0655,1.2,1.3,15119
B,7/7/1975,1975,26,7,22,26.7,0.82,0.071,0.9,2,9455
B,14/07/1975,1975,28,7,53,24.1,0.895,0.135,0.8,2.42,32059
B,21/07/1975,1975,28,7,53,24.3,0.89,0.12,0.7,2.56,20937
B,28/07/1975,1975,30,7,,21.8,1.05,0.14,0.6,2.71,26469
B,5/8/1975,1975,32,8,43,24.4,0.91,0.105,0.7,2.63,20446
B,11/8/1975,1975,32,8,64,22.8,1.1,0.13,0.6,2.56,36398
B,18/08/1975,1975,32,8,55,22.7,1.35,0.13,0.6,3.07,17684
B,25/08/1975,1975,34,8,41,21.2,1.04,0.125,0.7,2.14,21369
B,2/9/1975,1975,36,9,49,19.4,1.2,0.135,0.7,2.42,12532
B,8/9/1975,1975,36,9,41,18.2,0.98,0.11,0.7,2.09,14944
B,15/09/1975,1975,36,9,44,15.8,1.05,0.12,0.8,1.54,12193
B,22/09/1975,1975,38,9,48,16,1,0.087,0.8,1.44,22314
B,29/09/1975,1975,38,9,45,14.8,0.91,0.078,0.9,2.14,13374
B,6/10/1975,1975,40,10,41,12.9,0.99,0.092,0.7,1.51,15613
B,3/2/1976,1976,4,2,15,,,,,,
B,22/04/1976,1976,16,4,24,,0.615,0.047,1.2,,13468
B,27/04/1976,1976,16,4,8.4,,0.595,0.0385,1.6,,8949
B,3/5/1976,1976,18,5,22,11.2,0.69,0.0475,1,1.64,
B,11/5/1976,1976,18,5,19,10.8,0.495,0.0295,1.2,1.25,
B,17/05/1976,1976,20,5,12,13.5,0.525,0.032,1.5,1.44,
B,25/05/1976,1976,20,5,9.5,12.7,0.31,0.018,1.6,1.02,6712
B,31/05/1976,1976,22,5,5.8,17.8,0.46,0.033,1.9,0.75,1567
B,7/6/1976,1976,22,6,7.9,19.3,0.505,0.0455,1.5,1.32,8338
B,14/06/1976,1976,24,6,21,20.6,0.675,0.073,1,2,6234
B,21/06/1976,1976,24,6,19,21.8,0.7,0.0645,1.2,1.77,4051
B,28/06/1976,1976,26,6,29,22.9,0.96,0.089,1.1,2.19,8988
B,5/7/1976,1976,26,7,43,22.5,0.925,0.0695,1.1,2,14680
B,12/7/1976,1976,28,7,36,22.7,0.88,0.0745,0.9,2,9432
B,19/07/1976,1976,28,7,56,21.5,0.86,0.092,0.9,2.71,20756
B,26/07/1976,1976,30,7,32,22.3,0.88,0.088,1,2.3,10585
B,2/8/1976,1976,30,8,40,21.7,0.67,0.092,0.9,2.42,9951
B,9/8/1976,1976,32,8,,21.1,1.12,0.114,0.8,2.42,25807
B,17/08/1976,1976,32,8,21,21,1,0.101,0.8,2.88,45683
B,23/08/1976,1976,34,8,30,23.2,0.95,0.077,0.9,2.09,16587
B,30/08/1976,1976,34,8,37,21.3,1.05,0.113,0.8,2.71,12775
B,7/9/1976,1976,36,9,55,18.5,1.36,0.133,0.6,3.18,38750
B,13/09/1976,1976,36,9,20,18.4,1.13,0.0985,0.9,2.3,10751
B,20/09/1976,1976,38,9,14,19.4,0.865,0.0725,1.1,2,24168
B,27/09/1976,1976,38,9,22,15,1.42,0.113,0.9,2.19,7318
B,5/10/1976,1976,40,10,2,14.5,0.91,0.047,1.1,1.84,7407
B,12/10/1976,1976,40,10,25,11.3,0.76,0.055,1.1,2.3,8460
B,2/5/1977,1977,18,5,,12.5,0.485,0.025,2,1.15,5276
B,9/5/1977,1977,18,5,7.9,12,0.64,0.0475,1.2,1.65,8456
B,16/05/1977,1977,20,5,9.3,15,0.615,0.036,1.8,1.28,6308
B,24/05/1977,1977,20,5,4.1,20.7,0.575,0.039,2,0.81,2395
B,30/05/1977,1977,22,5,13.5,19.9,0.695,0.0625,1.7,1.42,8189
B,6/6/1977,1977,22,6,19.7,18.8,0.635,0.06,1.5,1.44,6320
B,13/06/1977,1977,24,6,20.5,18.4,0.76,0.052,1.9,1.21,7209
B,20/06/1977,1977,24,6,28.2,20.5,0.67,0.0555,1.6,1.44,7616
B,27/06/1977,1977,26,6,27.7,21.9,0.675,0.0465,1.3,1.62,9589
B,4/7/1977,1977,26,7,27.7,21,0.785,0.0755,1.2,1.71,7172
B,11/7/1977,1977,28,7,32.2,21.7,0.96,0.0725,1.1,1.77,8250
B,20/07/1977,1977,28,7,59.8,26,1.175,0.084,0.9,2.63,19394
B,25/07/1977,1977,30,7,56.3,23.7,1.2,0.101,0.9,3.07,
B,28/07/1977,1977,30,7,,,,,,,9252
B,2/8/1977,1977,30,8,88.2,22.7,1.39,0.111,0.7,2.88,30634
B,8/8/1977,1977,32,8,54.4,24.1,1.06,0.128,1,2.19,25474
B,15/08/1977,1977,32,8,70.9,22.4,1.415,0.1265,0.8,2.36,38789
B,22/08/1977,1977,34,8,43.3,19.2,1.465,0.114,0.8,2.71,21058
B,29/08/1977,1977,34,8,24.6,22,0.815,0.068,1.1,1.4,8427
B,6/9/1977,1977,36,9,37.2,22.1,0.97,0.08,1.1,2.05,9113
B,12/9/1977,1977,36,9,36.8,19.1,0.925,0.072,1,1.96,16406
B,19/09/1977,1977,38,9,40.1,18.7,0.95,0.0655,1.5,1.64,8713
B,26/09/1977,1977,38,9,40.5,14.9,0.76,0.0775,1.1,2.09,13061
B,3/10/1977,1977,40,10,46,13,0.87,0.069,1.2,1.77,14142
B,11/10/1977,1977,40,10,33.2,11.3,0.79,0.0495,1.3,1.5,8514
B,9/2/1978,1978,6,2,,,,,,,57
B,1/5/1978,1978,18,5,4.4,7.6,0.495,0.028,1.9,1.4,1102
B,8/5/1978,1978,18,5,4.5,10.2,0.425,0.0215,1.8,0.98,1843
B,15/05/1978,1978,20,5,9.8,12.5,0.6,0.036,1.6,1.4,2124
B,23/05/1978,1978,20,5,14.4,16.8,0.505,0.025,1.3,1.28,5405
B,29/05/1978,1978,22,5,4.5,22.1,0.49,0.021,2,0.82,2365
B,5/6/1978,1978,22,6,6.2,20.8,0.335,0.032,1.6,1.05,1861
B,12/6/1978,1978,24,6,13.3,21,0.55,0.032,1.4,1.15,4152
B,19/06/1978,1978,24,6,13.3,20.5,0.57,0.0305,1.5,1.21,6506
B,26/06/1978,1978,26,6,11.1,21.5,0.525,0.025,1.9,0.87,913
B,4/7/1978,1978,26,7,14.1,22.5,0.585,0.0445,1.2,1.02,1772
B,10/7/1978,1978,28,7,20.1,24,0.59,0.0455,1.2,1.21,2313
B,17/07/1978,1978,28,7,13.9,24,0.625,0.044,1.2,1,4292
B,24/07/1978,1978,30,7,26.8,24.9,0.72,0.0545,1,1.77,4685
B,31/07/1978,1978,30,7,26.9,23,0.635,0.0585,1,1.71,14200
B,8/8/1978,1978,32,8,17.8,23.6,0.69,0.057,1.5,1.4,7586
B,14/08/1978,1978,32,8,31.1,24,0.695,0.05,1.1,1.44,11612
B,21/08/1978,1978,34,8,48.4,23.7,0.74,0.0615,1,1.74,6040
B,28/08/1978,1978,34,8,32.9,22.2,0.8,0.0585,1,1.64,3832
B,5/9/1978,1978,36,9,27.5,20.9,0.425,0.049,0.9,2,2844
B,12/9/1978,1978,36,9,27,18.8,0.84,0.081,0.8,1.77,2923
B,18/09/1978,1978,38,9,32.7,16.7,0.89,0.077,0.9,2.19,4063
B,25/09/1978,1978,38,9,27.6,16.1,0.795,0.0545,1.2,1.71,3135
B,3/10/1978,1978,40,10,17.5,14.4,0.74,0.058,1.3,1.54,1792
B,3/5/1979,1979,18,5,7.4,11.5,0.49,0.024,2,,4445
B,11/5/1979,1979,18,5,5.9,14.3,0.53,0.031,2,1.21,4342
B,15/05/1979,1979,20,5,4.8,15.5,0.41,0.025,2.2,0.77,4513
B,23/05/1979,1979,20,5,7.6,18,0.62,0.036,1.9,1.15,5952
B,29/05/1979,1979,22,5,9,15.2,0.48,0.029,1.8,1.17,
B,5/6/1979,1979,22,6,4.05,19.5,0.43,0.024,2.2,0.85,840
B,12/6/1979,1979,24,6,5.4,20,0.49,0.023,1,0.79,681
B,19/06/1979,1979,24,6,10.7,21,0.54,0.033,1.6,1.05,2225
B,27/06/1979,1979,26,6,7.4,19.4,0.51,0.033,1.8,0.98,1520
B,3/7/1979,1979,26,7,15.8,20.3,0.57,0.043,1.3,1.35,4002
B,10/7/1979,1979,28,7,11,21.9,0.58,0.042,1.4,1.18,2648
B,17/07/1979,1979,28,7,13.9,23.9,0.53,0.029,1.7,1.1,2126
B,24/07/1979,1979,30,7,38.7,25.1,0.73,0.051,1,1.64,9112
B,30/07/1979,1979,30,7,42.7,24.5,0.76,0.052,1,1.65,5357
B,7/8/1979,1979,32,8,48.2,24,0.83,0.087,0.9,2,6379
B,14/08/1979,1979,32,8,49.9,20.6,0.86,0.076,0.8,2.97,14755
B,20/08/1979,1979,34,8,42.7,19.3,0.49,0.03,0.9,1.92,6385
B,29/08/1979,1979,34,8,40.3,21.5,0.73,0.046,0.9,2,10840
B,5/9/1979,1979,36,9,53.5,22,0.85,0.059,0.8,1.84,13185
B,11/9/1979,1979,36,9,53.1,19.3,1.03,0.08,0.6,2.71,25431
B,18/09/1979,1979,38,9,47.6,18.5,1,0.083,0.8,1.71,17618
B,26/09/1979,1979,38,9,37.8,16.2,0.79,0.067,1,1.96,5576
B,16/10/1979,1979,42,10,,,,,,,
B,16/11/1979,1979,46,11,,,,,,,
B,23/04/1980,1980,16,4,,,,,,,
B,30/04/1980,1980,18,4,6.8,,0.46,0.029,1.2,,4390
B,6/5/1980,1980,18,5,10.4,,0.48,0.023,1.7,,4991
B,13/05/1980,1980,20,5,13,13.5,0.57,0.032,1.8,1,6639
B,21/05/1980,1980,20,5,8.3,17.4,0.5,0.024,1.9,1.24,2371
B,26/05/1980,1980,22,5,7.6,18,0.51,0.03,1.5,1.1,2972
B,5/6/1980,1980,22,6,,18.5,0.54,0.033,2,,4314
B,10/6/1980,1980,24,6,12,15.8,0.56,0.046,1.7,1.21,3033
B,17/06/1980,1980,24,6,11.3,16.5,0.52,0.032,2,0.97,2745
B,24/06/1980,1980,26,6,11,20,0.55,0.03,1.7,0.93,1290
B,1/7/1980,1980,26,7,15.6,21,0.7,0.045,1.3,1.17,4788
B,8/7/1980,1980,28,7,14.3,21.5,0.57,,1.2,1.32,3126
B,15/07/1980,1980,28,7,13.3,23,0.6,0.051,1.3,1.26,7283
B,22/07/1980,1980,30,7,18.8,24.5,0.51,0.039,1,1.44,8700
B,30/07/1980,1980,30,7,29.1,24,0.63,0.057,1,2,23729
B,5/8/1980,1980,32,8,26.6,24.2,0.57,0.051,1,1.62,23477
B,12/8/1980,1980,32,8,38.7,25,0.82,0.065,0.7,2.25,19637
B,20/08/1980,1980,34,8,48.8,22.1,0.36,0.024,0.8,2,34389
B,26/08/1980,1980,34,8,28.1,24,0.68,0.079,1.2,1.4,12270
B,2/9/1980,1980,36,9,45.9,23.7,0.88,0.068,1,2.19,7638
B,9/9/1980,1980,36,9,28.6,21.5,0.73,0.063,1,1.56,6543
B,16/09/1980,1980,38,9,30,18.5,0.67,0.058,0.8,1.62,8195
B,23/09/1980,1980,38,9,31.7,18.4,0.74,0.106,1.2,1.38,7837
B,30/09/1980,1980,40,9,27.6,15,0.75,0.046,1,1.74,8992
B,5/5/1981,1981,18,5,6.9,13.8,0.52,0.03,2.4,0.97,2372
B,12/5/1981,1981,18,5,12.2,13.9,0.55,0.041,1.5,1.15,3522
B,20/05/1981,1981,20,5,7.2,13.8,0.49,0.032,1.9,1.1,3022
B,26/05/1981,1981,20,5,,17.5,0.47,0.058,2,1.05,1543
B,2/6/1981,1981,22,6,7.7,18.7,0.56,0.049,1.8,0.96,1550
B,9/6/1981,1981,22,6,7.9,20,0.56,0.04,1.7,1.37,1840
B,16/06/1981,1981,24,6,13.6,20.9,0.56,0.039,1.5,,3698
B,23/06/1981,1981,24,6,12.2,20.8,0.49,0.06,1.2,1.49,1485
B,30/06/1981,1981,26,6,9,21.7,0.7,0.042,1.3,1.33,7417
B,7/7/1981,1981,26,7,18.7,24.5,0.63,0.033,1.5,1.35,4867
B,14/07/1981,1981,28,7,40.9,25.4,0.92,0.068,1.2,,10276
B,21/07/1981,1981,28,7,20.9,25,0.88,0.048,1.5,,4758
B,28/07/1981,1981,30,7,44.9,24,0.8,0.07,1.1,1.81,8941
B,4/8/1981,1981,30,8,33.9,23.8,0.88,0.055,1.2,1.46,9555
B,11/8/1981,1981,32,8,29.5,24.5,0.79,0.045,1.2,1.46,10267
B,18/08/1981,1981,32,8,40.2,21.7,0.88,0.06,1,1.92,14259
B,25/08/1981,1981,34,8,22.2,22.5,0.6,0.05,1.1,1.62,2956
B,1/9/1981,1981,34,9,31.5,23,0.7,0.045,1.1,1.54,3529
B,9/9/1981,1981,36,9,19.1,20.4,0.63,0.049,1.3,1.37,1634
B,16/09/1981,1981,38,9,29.3,18.6,0.78,0.062,0.9,1.81,8397
B,22/09/1981,1981,38,9,20.9,15.9,0.8,0.09,1.1,1.74,5729
B,29/09/1981,1981,38,9,23.2,13.9,0.8,0.075,1.1,1,6269
B,16/02/1982,1982,6,2,,,0.65,0.25,2,,
B,5/5/1982,1982,18,5,,,0.38,0.03,1.6,,
B,13/05/1982,1982,20,5,9.9,15.3,0.45,0.028,1.8,,
B,18/05/1982,1982,20,5,6.8,17.4,0.54,0.033,1.9,1.07,
B,26/05/1982,1982,20,5,7.7,17.5,0.5,0.03,2,0.85,
B,1/6/1982,1982,22,6,7.6,18.7,0.5,0.035,2,0.93,
B,8/6/1982,1982,22,6,9.3,19.2,0.57,0.037,1.9,1.06,
B,15/06/1982,1982,24,6,14.4,19,0.56,0.034,1.5,1.35,
B,22/06/1982,1982,24,6,14.4,19.1,0.64,0.041,1.5,1.3,
B,29/06/1982,1982,26,6,7,20.9,0.54,0.034,1.5,0.86,
B,6/7/1982,1982,26,7,10.1,22.5,0.61,0.037,1.2,1.2,
B,13/07/1982,1982,28,7,19.8,22,0.53,0.075,1,1.67,
B,20/07/1982,1982,28,7,26.5,24.9,0.77,,1.1,1.54,
B,26/07/1982,1982,30,7,19.5,25.5,0.73,,0.9,1.14,
B,3/8/1982,1982,30,8,29.3,22.8,0.8,0.087,0.9,2,
B,10/8/1982,1982,32,8,9.5,24.1,0.65,,1,1.81,
B,17/08/1982,1982,32,8,24.9,22.3,0.88,0.075,1.2,1.53,
B,24/08/1982,1982,34,8,47.8,21,0.4,0.097,1.1,1.67,
B,1/9/1982,1982,34,9,43.7,18.8,0.9,0.064,1.1,1.64,
B,8/9/1982,1982,36,9,36.5,17.5,0.84,0.052,0.9,2.19,
B,14/09/1982,1982,36,9,13.1,22,0.69,0.038,1.5,1.03,
B,22/09/1982,1982,38,9,39,17.7,0.89,0.068,0.9,2.3,
B,28/09/1982,1982,38,9,33,16.9,0.8,0.054,0.9,1.77,
B,10/5/1983,1983,18,5,10.5,,0.43,0.029,1.5,,
B,24/05/1983,1983,20,5,8.5,,0.45,0.032,1.7,1.2,
B,6/6/1983,1983,22,6,7.9,,0.39,0.019,2.4,0.93,
B,20/06/1983,1983,24,6,2,,0.46,0.028,3.4,0.82,
B,4/7/1983,1983,26,7,11,,0.52,0.037,1.4,1.07,
B,18/07/1983,1983,28,7,9.5,,0.55,0.046,1.9,1.17,
B,2/8/1983,1983,30,8,48.2,,0.73,0.072,1.1,1.84,
B,15/08/1983,1983,32,8,23.8,,0.83,0.073,1.4,1.26,
B,30/08/1983,1983,34,8,28.2,,0.81,0.05,1,1.61,
B,12/9/1983,1983,36,9,29.5,,0.73,0.081,1,1.68,
B,26/09/1983,1983,38,9,25.5,,0.8,0.073,1.1,1.69,
B,19/10/1983,1983,42,10,,,1.12,0.098,0.8,,
B,10/5/1984,1984,18,5,19.7,,0.6,0.033,1.2,0.87,
B,22/05/1984,1984,20,5,5.7,,0.56,0.029,1.7,0.8,
B,4/6/1984,1984,22,6,5.8,,0.54,0.028,2,0.91,
B,18/06/1984,1984,24,6,15.8,,0.68,,1.3,1.52,
B,3/7/1984,1984,26,7,18,,0.67,0.037,1.2,1.13,
B,16/07/1984,1984,28,7,35.2,,0.91,0.071,1,1.7,
B,30/07/1984,1984,30,7,58.9,,0.97,0.057,0.6,1.84,
B,13/08/1984,1984,32,8,74.7,,1.23,0.1,1,2.42,
B,27/08/1984,1984,34,8,46.5,,0.97,0.062,0.9,1.67,
B,12/9/1984,1984,36,9,44.1,,0.89,0.066,0.8,2,
B,26/09/1984,1984,38,9,32.3,,0.82,0.058,0.8,1.38,
B,15/05/1985,1985,20,5,10,,0.61,0.032,1.8,1.15,
B,28/05/1985,1985,22,5,5.5,,,,1.8,1.12,
B,11/6/1985,1985,24,6,14.7,,0.52,0.031,1.9,1.64,
B,25/06/1985,1985,26,6,26.9,,0.67,0.043,1,1.57,
B,9/7/1985,1985,28,7,36.6,,0.9,0.053,1,2.13,
B,23/07/1985,1985,30,7,47.3,,0.97,0.057,0.7,2.52,
B,7/8/1985,1985,32,8,25.1,,0.85,0.059,1.1,1.86,
B,20/08/1985,1985,34,8,54,,0.95,0.07,0.8,2.54,
B,4/9/1985,1985,36,9,50.5,,0.95,0.081,0.8,2.31,
B,18/09/1985,1985,38,9,36.8,,0.74,0.034,1.1,1.72,
B,2/10/1985,1985,40,10,40.8,,0.69,0.046,0.9,1.89,
B,14/05/1986,1986,20,5,9.6,,0.69,0.029,1.6,,5517
B,27/05/1986,1986,22,5,8.7,,0.6,0.021,2.6,1.13,3044
B,10/6/1986,1986,24,6,11.6,,0.47,0.025,2,1.02,4340
B,24/06/1986,1986,26,6,12.1,,0.47,0.044,1.5,1.27,
B,8/7/1986,1986,28,7,10.7,,0.55,0.027,1.8,1,3716
B,22/07/1986,1986,30,7,14,,0.55,0.026,2,0.86,
B,6/8/1986,1986,32,8,26.7,,0.74,0.042,1.3,1.33,20540
B,19/08/1986,1986,34,8,12.4,,0.57,0.036,1.5,1.24,
B,3/9/1986,1986,36,9,12.3,,0.71,0.042,1.5,1.24,
B,16/09/1986,1986,38,9,11.7,,0.61,0.033,1.4,1.28,
B,2/10/1986,1986,40,10,20.8,,,,,1.38,
B,6/5/1987,1987,18,5,7.32,,0.51,0.022,1.8,0.89,
B,21/05/1987,1987,20,5,10.32,,0.47,0.027,2,1.12,
B,3/6/1987,1987,22,6,5.72,,0.44,0.022,2.5,,1822
B,17/06/1987,1987,24,6,6.2,,0.45,0.022,2,1,
B,30/06/1987,1987,26,6,13.9,,0.7,0.031,1.5,1.07,
B,14/07/1987,1987,28,7,11.89,,0.74,0.025,1.5,1.33,
B,29/07/1987,1987,30,7,54.7,,0.82,0.047,1,1.87,
B,11/8/1987,1987,32,8,56.77,,0.93,0.063,0.75,2.14,
B,26/08/1987,1987,34,8,72.56,,1,0.041,0.75,2.87,39087
B,10/9/1987,1987,36,9,64.1,,1.4,0.073,0.8,2.48,
B,22/09/1987,1987,38,9,47.71,,1.08,0.062,0.8,1.9,18986
B,6/10/1987,1987,40,10,46.32,,0.22,0.011,0.9,1.93,
B,4/5/1988,1988,18,5,8.49,10.5,0.55,0.024,2,0.94,
B,17/05/1988,1988,20,5,10.48,15.5,,0.028,1.5,1.15,3237
B,31/05/1988,1988,22,5,7.44,19.5,,0.024,2,0.95,
B,14/06/1988,1988,24,6,19,19.5,0.67,0.046,1.4,1.31,
B,28/06/1988,1988,26,6,25.45,20.4,,0.064,1,1.94,3583
B,13/07/1988,1988,28,7,30.66,23.8,0.78,0.003,1.25,1.66,
B,26/07/1988,1988,30,7,57.48,24.5,1.04,0.054,1.2,2.04,7426
B,9/8/1988,1988,32,8,62.33,25.5,0.98,0.071,1.1,2.35,
B,23/08/1988,1988,34,8,54.78,21,0.87,0.061,0.8,2.18,16120
B,7/9/1988,1988,36,9,40.9,17.4,0.86,0.059,0.75,2.09,
B,20/09/1988,1988,38,9,27.7,18.3,0.87,0.059,0.75,2.24,7802
B,4/10/1988,1988,40,10,28.47,14.8,0.83,0.063,1,1.9,6604
B,21/10/1988,1988,42,10,21.78,10.1,0.75,0.044,1,1.81,7799
B,2/5/1989,1989,18,5,10.37,10.5,0.58,0.026,1.7,1.34,
B,16/05/1989,1989,20,5,11.02,14,0.51,0.023,2.25,0.95,4278
B,30/05/1989,1989,22,5,10.36,17.3,0.52,0.025,1.7,1.15,
B,13/06/1989,1989,24,6,16.94,20,0.57,0.036,1.6,1.31,
B,27/06/1989,1989,26,6,8.41,23.5,0.6,0.025,1.7,1.03,
B,11/7/1989,1989,28,7,11.97,23.6,0.7,0.041,1.5,1.24,
B,25/07/1989,1989,30,7,23.58,24.8,0.8,0.043,1.4,1.31,
B,9/8/1989,1989,32,8,43.82,21.5,0.77,0.043,1.1,1.62,22612
B,22/08/1989,1989,34,8,20.41,22.4,0.73,0.043,1.2,1.51,2734
B,6/9/1989,1989,36,9,41.24,20.3,0.8,0.042,1,1.68,17659
B,19/09/1989,1989,38,9,35.62,18.5,0.89,0.047,0.9,1.83,
B,3/10/1989,1989,40,10,22.19,14.5,0.82,0.052,1,2.23,14417
B,17/10/1989,1989,42,10,25.84,11.2,0.84,0.056,1,2.11,6198
B,1/5/1990,1990,18,5,11.85,17.4,0.2,0.008,1.8,0.85,2702
B,16/05/1990,1990,20,5,13.73,13.2,0.55,0.026,1.7,1.02,4501
B,30/05/1990,1990,22,5,9.71,16.2,0.57,0.024,1.5,1.18,2530
B,13/06/1990,1990,24,6,5.72,19.5,0.56,0.028,1.5,1.08,2366
B,27/06/1990,1990,26,6,16.32,21.8,0.64,0.037,1.75,1.05,2376
B,10/7/1990,1990,28,7,15.9,22.7,0.64,0.032,1.5,1.33,3393
B,25/07/1990,1990,30,7,26.85,23.2,0.75,0.037,1,1.56,4756
