x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.20,1964-07-20 00:00:00,ON,1964,7,20,22,,15.6,,28.3,,0,,0,,0,,0,,0,,0,,4,,0,,48,,91,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.21,1964-07-21 00:00:00,ON,1964,7,21,25.9,,20.6,,31.1,,2.5,,2.5,,0,,0,,23,,32,,7.9,,0,,62,,94,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.22,1964-07-22 00:00:00,ON,1964,7,22,24.7,,20,,29.4,,0,,0,,0,,0,,23,,32,,6.7,,0,,56,,96,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.23,1964-07-23 00:00:00,ON,1964,7,23,26.4,,20,,32.8,,0,,0,,0,,0,,0,,0,,8.4,,0,,31,,90,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.24,1964-07-24 00:00:00,ON,1964,7,24,22.2,,17.2,,27.2,,0,,0,,0,,0,,0,,0,,4.2,,0,,67,,92,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.25,1964-07-25 00:00:00,ON,1964,7,25,24.2,,20.6,,27.8,,0,,0,,0,,0,,16,,37,,6.2,,0,,66,,89,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.26,1964-07-26 00:00:00,ON,1964,7,26,24.7,,20,,29.4,,1,,1,,0,,0,,23,,35,,6.7,,0,,52,,93,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.27,1964-07-27 00:00:00,ON,1964,7,27,22.2,,16.1,,28.3,,0,,0,,0,,0,,0,,0,,4.2,,0,,53,,94,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.28,1964-07-28 00:00:00,ON,1964,7,28,25.3,,18.3,,32.2,,0,,0,,0,,0,,23,,40,,7.3,,0,,44,,96,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.29,1964-07-29 00:00:00,ON,1964,7,29,22.8,,17.2,,28.3,,0,T,0,T,0,,0,,25,S,45,,4.8,,0,,37,,89,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.30,1964-07-30 00:00:00,ON,1964,7,30,17.2,,11.1,,23.3,,0,,0,,0,,0,,29,,42,,0,,0.8,,36,,85,
-77.53333333333333,44.11666666666667,TRENTON A,6158875,6158875.1964.7.31,1964-07-31 00:00:00,ON,1964,7,31,16.1,,9.4,,22.8,,0,,0,,0,,0,,20,S,34,,0,,1.9,,35,,82,
